,gmap_id,name,address,latitude,longitude,category,avg_rating,num_of_reviews,state,relative_results,Service options,clasificacion,address_depurada,city,county
2263640,0x80dcf1e24e64457d:0x6d37ade633d0c5d1,Nono's Mexican Restaurant,"Nono's Mexican Restaurant, 31115 Rancho Viejo Rd #2, San Juan Capistrano, CA 92675",33.5080146,-117.6595993,Mexican restaurant,4.3,48,Closed ⋅ Opens 10AM,"0x80dcf1e6367227bf:0xc8b8d942bee73f0b, 0x80dcf1e0f32c1c71:0x7b2011dfd750aab1, 0x80dcf1ef8d53b5f9:0x55e331928c1817ca, 0x80dcf1e0c56301a7:0x4b69f65ef0233944, 0x80dcf1c2851f8ed1:0x5ef34dbde84070f1","Delivery, Takeout, Dine-in",Dining Venue,31115 Rancho Viejo Rd #2,San Juan Capistrano,Orange
2263814,0x808fc9e7bccd454f:0x4495e1b28a263009,Prime Restaurant Silicon Valley,"Prime Restaurant Silicon Valley, 3100 Lakeside Dr, Santa Clara, CA 95054",37.386595,-121.9834345,American restaurant,4.4,58,Temporarily closed,"0x808fc9ee684e6765:0x49a0e3122802c62d, 0x4cc9182c3f3c0fbd:0x3e4e2d93f03037dd, 0x808fc9ef27281899:0x254bf4eb78a80444","Outdoor seating, No-contact delivery, Takeout, Dine-in",Dining Venue,3100 Lakeside Dr,Santa Clara,Santa Clara
2263927,0x80c327980befd7f7:0xbb2def55c61ed740,Carniceria Las Glorias market #2,"Carniceria Las Glorias market #2, 632 E Foothill Blvd, Azusa, CA 91702",34.1330563,-117.8990372,"Market, Beer store, Burrito restaurant, Butcher shop, Grocery store, Mexican grocery store, Mexican restaurant, Produce market, Taco restaurant",4.9,28,Closed ⋅ Opens 8AM,"0x80c327cf1ad904ab:0xb3bff1d8728d6cd4, 0x80c327c6bf43bc0f:0x5b1e72824f18e99b, 0x80c3287478be2b3d:0xfb3145c355d2aa3c, 0x80c3287cd319fcc9:0x5e83a113e08ca1a4",In-store shopping,Dining Venue,632 E Foothill Blvd,Azusa,Los Angeles
2263966,0x809aa07c3d34b049:0x65692c61e0e6e55d,Oz Sushi & Grill,"Oz Sushi & Grill, 2414 W Kettleman Ln #206, Lodi, CA 95242",38.1136489,-121.3043067,"Sushi restaurant, Asian restaurant, Japanese restaurant",4.0,138,Closed ⋅ Opens 11AM,"0x809aa05f16b1acc7:0xe9cb6729dc481cf4, 0x809aa01a008e45a5:0xd9f83beda6a3fbc2, 0x809aa07426977051:0xd1ee10b0395c3322, 0x809aa1304ffe8049:0x88b735276b44dc3d, 0x80900c68b66f8d7f:0x83038f536934f83b","Takeout, Dine-in, Delivery",Dining Venue,2414 W Kettleman Ln #206,Lodi,San Joaquin
2263974,0x809aa13ba17a08d7:0x18283ae480315281,Guantonios Wood Fired,"Guantonios Wood Fired, 600 W Lockeford St, Lodi, CA 95240",38.1378671,-121.2808091,Pizza restaurant,4.6,36,Closed ⋅ Opens 5PM,Sin resultados vinculados,"Outdoor seating, Curbside pickup, Takeout, Dine-in, Delivery",Dining Venue,600 W Lockeford St,Lodi,San Joaquin
2264543,0x808561479e4775cb:0x7c931dbb95254528,Li Cha Tea,"Li Cha Tea, 1245 N Broadway, Walnut Creek, CA 94596",37.8981811,-122.0591908,Cafe,4.6,34,Closed ⋅ Opens 12PM,Sin resultados vinculados,Takeout,Café & Coffee,1245 N Broadway,Walnut Creek,Contra Costa
2264569,0x8085b5d02364494b:0xbc96e7245883d624,Ambrosia,"Ambrosia, 840 Petaluma Blvd N, Petaluma, CA 94952",38.2443916,-122.6441107,Indian restaurant,4.5,38,Closed ⋅ Opens 11:30AM,Sin resultados vinculados,"No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,840 Petaluma Blvd N,Petaluma,Sonoma
2264691,0x80c2c94f3df6ad91:0x9c0d8c9791ebb2a,The Original El Gavilan,"The Original El Gavilan, 5800 S Broadway, Los Angeles, CA 90003",33.9896011,-118.2780761,Taco restaurant,4.6,13,Closed ⋅ Opens 4:30PM,Sin resultados vinculados,"Takeout, Delivery",Dining Venue,5800 S Broadway,Los Angeles,Los Angeles
2265010,0x80945fbadb820f59:0xa48b680fefa41f97,2 Amigos Taco Truck,"2 Amigos Taco Truck, 2588 S Maple Ave, Fresno, CA 93725",36.7073754,-119.7462086,Taco restaurant,4.7,105,Closed ⋅ Opens 1PM,"0x80945e167d4678d7:0x30d631758ec25269, 0x80945f2c07c013cb:0xd90020bf14f852ab, 0x8094f57edd34d66d:0x4b5d34154bc6c9da, 0x80945e25a8f16b09:0x32a83a093eaa57d0, 0x8094664f3e5ad83b:0x7f740c3372ce50df","Outdoor seating, Takeout, Delivery, Dine-in",Dining Venue,2588 S Maple Ave,Fresno,Fresno
2265661,0x80e913d1cbd38ad7:0xd087c8c913fa0ca8,JJ’s Diner,"JJ’s Diner, 413 State St, Santa Barbara, CA 93101",34.4160462,-119.6948987,"Breakfast restaurant, Diner, Lunch restaurant, Pancake restaurant",4.4,20,Closed ⋅ Opens 8AM,Sin resultados vinculados,"Outdoor seating, Curbside pickup, Delivery, Takeout, Dine-in",Dining Venue,413 State St,Santa Barbara,Santa Barbara
2265700,0x80851426783c7a6b:0x5a777de0523a32bc,Pizza Hut,"Pizza Hut, 1330 Travis Blvd, Fairfield, CA 94533",38.2602862,-122.0518412,Pizza restaurant,3.9,15,Closed ⋅ Opens 10AM,"0x808515d3bfd196ad:0xca8e927c1f35a509, 0x808515d3aa746ab1:0xe5e20c13c7b1536b, 0x8085141e7f10d2b5:0x752ef8df5cf5719a, 0x8085169a4fcf7851:0xa59d7161c8e14baa, 0x808514164e673781:0xebf8c7195183bd9c","Curbside pickup, Delivery, Takeout",Dining Venue,1330 Travis Blvd,Fairfield,Solano
2265701,0x8085142679cc58e9:0x1ddb1cac0a0c4873,Taco Bell,"Taco Bell, 1350 Travis Blvd, Fairfield, CA 94533",38.2603534,-122.0518387,"Taco restaurant, Mexican restaurant, Restaurant",3.0,38,Closed ⋅ Opens 10AM,"0x808515d5c0c3b939:0x36567788565f91f1, 0x80851436418bc5ef:0x3bc8a93397d7b9eb, 0x80851420e52060a9:0x4a8f88aab52776f1, 0x808515cbbc8e77c9:0x893849ac113831d8","Takeout, Delivery",Dining Venue,1350 Travis Blvd,Fairfield,Solano
2266011,0x80c2c57ae0b19483:0x968c074be4220770,Tastea Alhambra,"Tastea Alhambra, 349 E Main St #104, Alhambra, CA 91801",34.098411,-118.1232678,"Tea house, Bubble tea store, Cafe, Coffee shop, Juice shop",4.3,128,Closed ⋅ Opens 11AM Wed,"0x80c2c5cefe9e9355:0x62e82a822adfe370, 0x80c2db2aed2c6ccf:0xbbd8879e074221d4, 0x80c2c568336a52c1:0xef88e32964644349, 0x80c2db2ad1b7ca2b:0x6ff71319c5534fa","Delivery, Takeout",Café & Coffee,349 E Main St #104,Alhambra,Los Angeles
2266019,0x8094c3ed9b3519d7:0x340184f8ec43580,Pizza Hut Express,"Pizza Hut Express, 140 12th Ave, Hanford, CA 93230",36.3237783,-119.6763736,"Pizza restaurant, Takeout Restaurant",4.0,28,None,"0x8094c384b01aa865:0x925d3cdea5075de0, 0x8094c3ed3622b401:0x44519005858989be, 0x8094c392b0c42217:0xcf2548ceb5098a77, 0x8094c384b4322481:0x447da6863410d3c4, 0x8094c3794b82369f:0xf443a0a67564204e","Curbside pickup, Delivery, Takeout, Dine-in",Dining Venue,140 12th Ave,Hanford,Kings
2266102,0x80dbf198d8301905:0x8e8edd26e9bcbfda,Submarina California Subs Rancho Bernardo,"Submarina California Subs Rancho Bernardo, 17090 Bernardo Center Dr Suite 126, San Diego, CA 92128",33.0246636,-117.0747463,Sandwich shop,4.8,58,Closed ⋅ Opens 10AM Wed,"0x80dbf369ad964cb5:0xd92c98ffd382021f, 0x80dbf0d16edd7c4b:0x47e68559562f67a3, 0x80dc754fbb22da77:0x6e8e1d6bcb862cc8","Delivery, Takeout",Sandwich Bar,17090 Bernardo Center Dr Suite 126,San Diego,San Diego
2266258,0x80c2b5b48d7c7b23:0x6cd154d1a4e3333b,Rutts Hawaiian Cafe & Catering,"Rutts Hawaiian Cafe & Catering, 15322 Normandie Ave, Gardena, CA 90247",33.8921448,-118.3001043,"Restaurant, Caterer",4.5,48,Closed ⋅ Opens 8:30AM Wed,Sin resultados vinculados,"Outdoor seating, Delivery, Takeout",Dining Venue,15322 Normandie Ave,Gardena,Los Angeles
2266259,0x80c2b1c66f9e4e57:0xe2c1fca7e1d03d37,Ike's Love & Sandwiches,"Ike's Love & Sandwiches, 460 N Pacific Coast Hwy, El Segundo, CA 90245",33.9213611,-118.3959464,Sandwich shop,4.6,38,Closed ⋅ Opens 10AM Wed,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Sandwich Bar,460 N Pacific Coast Hwy,El Segundo,Los Angeles
2266554,0x80dcec332ab234f9:0xd07de696051a129d,Kanpai Sushi,"Kanpai Sushi, 27742 Antonio Pkwy, Ladera Ranch, CA 92694",33.5600103,-117.6288493,"Sushi restaurant, Restaurant",4.0,48,Closed ⋅ Opens 5PM Wed,"0x80dcec3228648b91:0x437200547c9698c7, 0x80dcee8fc78caee7:0xedbbac3fc5c122f9, 0x80dce952b1cd303d:0x16af08f4fa8da63e, 0x80dcee5f10d1bc87:0x76ccf81fdcd078b2, 0x80dceeedecdb1e8f:0x18c0b3359510f474","Takeout, Dine-in",Dining Venue,27742 Antonio Pkwy,Ladera Ranch,Orange
2266844,0x80dd27f6ac7ab699:0xffeb04582a748330,Hat Ngo Bistro,"Hat Ngo Bistro, 10742 Westminster Ave, Garden Grove, CA 92843",33.759461,-117.9417269,Vietnamese restaurant,4.4,48,Closed ⋅ Opens 7:30AM Wed,"0x80dd27ed0b3891cd:0x168bfaef4d4ff8f0, 0x80dd27b60d2952bb:0xd59db0229f1bfad6, 0x80dd27e8556dcb4b:0xed41f7888d922fd7, 0x80dd275d66093d79:0x1f3c301ba1d734e7, 0x80dd27c328da7197:0x40d09a5b08832604","Outdoor seating, Curbside pickup, Takeout, Dine-in, Delivery",Dining Venue,10742 Westminster Ave,Garden Grove,Orange
2266979,0x809050447ea8ea8f:0xb7b5af1f9b4ba035,Starbucks,"Starbucks, 4120 Dale Rd, Modesto, CA 95356",37.699526,-121.048523,"Coffee shop, Cafe, Coffee store, Espresso bar",3.8,58,Closed ⋅ Opens 6AM Wed,"0x80905161ccf249bd:0xaba5b3aa8383dc0b, 0x80905049a3c00c4d:0x73c9215702c6c302, 0x809053f2102b23e5:0x6bd4b66533824d6, 0x80903cc5c0e3398d:0xf86ff5b60b449372","Delivery, Takeout, Dine-in",Café & Coffee,4120 Dale Rd,Modesto,Stanislaus
2266980,0x80c353ef3524b5d9:0xa52c1cd330e01715,Moreno's Rico Taco,"Moreno's Rico Taco, 4276 N Sierra Way # A, San Bernardino, CA 92407",34.1674048,-117.2852115,"Mexican restaurant, Latin American restaurant",4.3,73,Closed ⋅ Opens 8AM Wed,"0x80c353eed6fff569:0x8bdd2d552b44755d, 0x80c3522b3564c715:0x989287bcbdb3c782, 0x80c353cfc786921f:0xb222de7463c97a76, 0x80c353e9348045b9:0x20dfc02fa0f07c79, 0x80c353e8cd1e7aa1:0x9a6f77b6744b6edd","Takeout, Delivery",Dining Venue,4276 N Sierra Way # A,San Bernardino,San Bernardino
2267134,0x80dcdffe670bb6d7:0x943a0a4bbc8ef2c7,Mint Green cake,"Mint Green cake, 2346 Newport Blvd a3, Costa Mesa, CA 92627",33.6557125,-117.9035079,Bakery,4.6,37,Closed ⋅ Opens 3PM Tue,"0x80dcdff320510ad1:0x1bd9f9ec69844bb8, 0x80dcdfa808f30921:0x183637d5fa8cde20, 0x80dcdf0062ff484b:0x317628ef7c2964d, 0x80dcddb48a7a7863:0x9422cf4ecf5c4a64, 0x80dcdf1979b11ff3:0xf7aa807379befce2","In-store pickup, In-store shopping, Takeout, Delivery",Bakery Shop,2346 Newport Blvd a3,Costa Mesa,Orange
2267582,0x80c3281202c1fa65:0x412b620857cc126f,Guido's Pizza,"Guido's Pizza, 833 W Covina Blvd, Covina, CA 91722",34.0997222,-117.9063889,"Pizza restaurant, Italian restaurant, Delivery Restaurant",4.7,39,Closed ⋅ Opens 11AM Wed,"0x80c328163e130495:0xc5d099817ef3860, 0x80c2d7e44c1ea227:0x7993fb5561e121aa, 0x80c3284d05d4321d:0xc41378bd4a71917b, 0x80c3280955bebf09:0x4a110aea78b97f80, 0x80c32844d086c367:0x755d9859eab257a","Delivery, Takeout",Dining Venue,833 W Covina Blvd,Covina,Los Angeles
2267651,0x808580630b33386f:0x86075d6f8f01c8a2,La Capra Coffee,"La Capra Coffee, 50 Fremont St, San Francisco, CA 94105",37.7905905,-122.397535,"Cafe, Coffee shop",4.1,87,Temporarily closed,0x8085807b215afa17:0xba68b065a8d2c93b,Sin dato,Café & Coffee,50 Fremont St,San Francisco,San Francisco
2267659,0x80c2954284f45dd9:0x98867b57bb485ce9,El Pollo Gordo,"El Pollo Gordo, 916 W Burbank Blvd J, Burbank, CA 91506",34.1836538,-118.322199,"Mexican restaurant, Burrito restaurant, Restaurant, Taco restaurant",4.4,34,Closed ⋅ Opens 10AM Wed,"0x80c29543f561dd71:0x9e9b86de278d344, 0x80c2c006dc71afd7:0x13a5d6e1608def7f, 0x80c2955c1f60d655:0x34271f825d576f63, 0x80c29569b5bb7fd9:0xdbdfed05a6f24fe0","Delivery, Takeout, Dine-in",Dining Venue,916 W Burbank Blvd J,Burbank,Los Angeles
2267748,0x808fbad4414529d3:0x5a0dec6bc879ded2,Panda Express,"Panda Express, 459 Lagunita Dr, Stanford, CA 94305",37.4243048,-122.1708422,"Chinese restaurant, Asian restaurant, Restaurant",3.9,125,Temporarily closed,"0x808fbb347d50c313:0xfe4ff85269311960, 0x808fa4afbd6d2283:0xfdc2c72772230944, 0x808fbb38ff685637:0x9435b13b6d8d3d21, 0x808fa30a41131be9:0xfa1fd5e053cd6635","Delivery, Takeout",Dining Venue,459 Lagunita Dr,Stanford,Santa Clara
2268197,0x808fbe50f1fbd34d:0x867fefa0ddaf46c0,Bowl Bone Soup MaLaTang,"Bowl Bone Soup MaLaTang, 80W1, 35201, Newark Blvd, Newark, CA 94560",37.5480304,-122.0472309,Restaurant,4.4,18,Closed ⋅ Opens 11:30AM Wed,"0x808fbe50e50c8575:0x92b26cc8302742c1, 0x808fbfafae7de04d:0xf725e299705ed498, 0x808fbe50e01813cd:0x1b3a03ce18c2ec3e, 0x808fbe451539c4dd:0x6727ac27ea13c333","Takeout, Dine-in, Delivery",Dining Venue,"80W1, 35201, Newark Blvd",Newark,Alameda
2268417,0x808529737cc7527f:0xf03e86a558f2c7d3,Root of Happiness Kava Bar | Davis,"Root of Happiness Kava Bar | Davis, 211 F St, Davis, CA 95616",38.5438047,-121.7403777,"Cafe, Lounge, Tea house",4.5,178,Open ⋅ Closes 1AM,"0x80852973878509b9:0xd91c7c09b5dafc39, 0x8085297510166227:0x71dc2eca63a50af5, 0x80852974abd4307b:0x8fd91e017960bff9, 0x8085283ffa526dab:0xe9a15dfb84d5fc41, 0x80852973450c4fd7:0x32fc8bd3c005ee91","No-contact delivery, Delivery, Takeout",Café & Coffee,211 F St,Davis,Yolo
2268539,0x80c2c7b5435373cf:0x7b3cc16ad00e2204,Pizza Italia,"Pizza Italia, 311 W 7th St, Los Angeles, CA 90014",34.0456191,-118.2537615,Pizza restaurant,4.5,47,Closed ⋅ Opens 11AM Wed,"0x80c2c7b55c9765b1:0x59e07c918fb5679a, 0x80c2c635396ae73d:0xdbd1ef80a892573, 0x80c2c64ab5bd22db:0xf5037d33c7803ad5, 0x80c2c64aa1399d6b:0xa6a3aa0eedc0113e, 0x80c2c63872c0ebd9:0x1463693280588513","Delivery, Takeout",Dining Venue,311 W 7th St,Los Angeles,Los Angeles
2268701,0x80900ce27b887e85:0x526eb79ab7f27e45,George's Chinese Deli,"George's Chinese Deli, 909 E Bianchi Rd, Stockton, CA 95207",37.9970404,-121.2936269,Chinese restaurant,4.2,133,Closed ⋅ Opens 11AM Wed,"0x80900ce5b402166b:0xb4f31fc59d3c361e, 0x80900dabc8484c23:0xb53cd20d41733974, 0x80900ce106f408b7:0x8ba1d9fb8e40ab87, 0x80900c91fa7058af:0x1b00659af57b5dfe, 0x80900d56d73f6ae9:0x1529eef181b28385","Takeout, Dine-in",Dining Venue,909 E Bianchi Rd,Stockton,San Joaquin
2268948,0x80c29b74b0f5b55f:0x7eecaf6d2b689594,Ben & Jerry’s,"Ben & Jerry’s, 9301 Tampa Ave #121, Northridge, CA 91324",34.2393558,-118.5557573,"Ice cream shop, Bakery, Candy store, Caterer, Snack bar",4.0,18,Closed ⋅ Opens 11AM Wed,"0x80c29b7301e97f89:0x9b727e328251bd2e, 0x80c29b9e67d8154b:0x977dccfc97504c56, 0x80c29b29cf75eedf:0x98c48e8f720752e8, 0x80c29b74b0f5b55f:0x9996b285a2b1aa8f, 0x80c29b0b0aeff4c1:0xea74d52f8f740087","Curbside pickup, No-contact delivery, Delivery, In-store pickup, In-store shopping, Takeout, Dine-in",Bakery Shop,9301 Tampa Ave #121,Northridge,Los Angeles
2269159,0x80c2c7b77ca40001:0xd1c2a78aea957ec1,Bar Figueroa,"Bar Figueroa, 939 S Figueroa St, Los Angeles, CA 90015",34.045529,-118.2640141,"Restaurant, Lounge",4.3,55,Open 24 hours,"0x80c2c64b17a7b2a9:0x35a90616562b4544, 0x80c2c7b782019c1b:0x13e39e0a19dff43b, 0x80c2c63ec6c2125f:0x2e1bca92f7e135d0","Takeout, Dine-in, Delivery",Dining Venue,939 S Figueroa St,Los Angeles,Los Angeles
2270154,0x8085877b2bbc7c31:0x2ab64edf64f475c0,New Dumpling King,"New Dumpling King, 3319 Balboa St, San Francisco, CA 94121",37.7756798,-122.4945068,"Asian restaurant, Restaurant",4.2,47,Closed ⋅ Opens 11AM Wed,"0x808f7fd34fa2d689:0x6bcf75d3b93ece33, 0x808f7e2272bdc37b:0xf264cf4925a7b61, 0x808580f4c194921d:0xf9efdac3b36b3c6d, 0x80858765e5865fc3:0xfe4135c3d8f799f","Curbside pickup, Delivery, Takeout",Dining Venue,3319 Balboa St,San Francisco,San Francisco
2270272,0x80dcedcdd5f264cf:0x3450b688f2c292c1,Forte Mediterranean Bistro,"Forte Mediterranean Bistro, 1701 Corporate Dr c7, Ladera Ranch, CA 92694",33.554871,-117.629104,Mediterranean restaurant,4.4,77,Closed ⋅ Opens 10AM Wed,"0x80dceef45ca97ee7:0x2331e2438bb01c3f, 0x80dceeedea562757:0xe9caab89a075e41b, 0x80dceef212ec3fed:0x110af2a0e984978f, 0x80dcef95f4435f17:0x510789444630f2bf, 0x80dcedcdcef4e69b:0x94cca35581e68a3","Delivery, Takeout, Dine-in",Dining Venue,1701 Corporate Dr c7,Ladera Ranch,Orange
2270298,0x80dd2798fd1aff41:0x395e3c8940a3649d,Phở 86,"Phở 86, 10528 W McFadden Ave, Garden Grove, CA 92843",33.7375777,-117.945334,"Vietnamese restaurant, Restaurant",4.4,78,Closed ⋅ Opens 8AM Wed,"0x80dd288603f8a405:0xd36cd4605d525e0, 0x80dd27c7302b91cb:0x2dc3c717db8b288c, 0x80dd2628ed32e87b:0x5f3c2faacdbaa98b, 0x80dd27a4af3e7dcf:0xe8374df8b607712a, 0x80dd2885ff1b60b1:0x58615615c47940ea","Takeout, Dine-in, Delivery",Dining Venue,10528 W McFadden Ave,Garden Grove,Orange
2270459,0x80dceb11b041ca3f:0xad0e9f51ad54b2bd,Mountain Mike's Pizza,"Mountain Mike's Pizza, 22431 Antonio Pkwy Suite B-110, Rancho Santa Margarita, CA 92688",33.637366,-117.5924063,"Pizza restaurant, Pizza delivery, Pizza Takeout",3.9,34,Closed ⋅ Opens 11AM Wed,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Dining Venue,22431 Antonio Pkwy Suite B-110,Rancho Santa Margarita,Orange
2270545,0x80c2c71dd2ab7307:0x5028c19725e9bb76,Kien Giang Bakery aka KG Bakery,"Kien Giang Bakery aka KG Bakery, 1471 Echo Park Ave, Los Angeles, CA 90026",34.0798051,-118.2559676,"Bakery, Chinese bakery",4.6,96,Closed ⋅ Opens 9AM Wed,"0x80c2c7006d484e19:0xfdd38fb23ad97034, 0x80c2c71c2d48963f:0xf126d9956deedd73, 0x80c2c6fd9eaa0d61:0x1c3f8076cfde4d4e, 0x80c2c6596ba9cf33:0x1f6be04b4ae79838, 0x80c2b8867055c119:0x8bf35a201e749fe1","Curbside pickup, In-store shopping, Takeout, Delivery",Bakery Shop,1471 Echo Park Ave,Los Angeles,Los Angeles
2270546,0x80c295b0781f11d3:0x23266c45564eb3e3,Pablito's Tacos,"Pablito's Tacos, 5600 Vineland Ave, North Hollywood, CA 91601",34.1724434,-118.3698894,"Taco restaurant, Mexican restaurant, Peruvian restaurant",4.0,67,Open ⋅ Closes 12AM,"0x80c295d7566331d3:0x3a020c9c72e88857, 0x80c295ec162981e1:0x374d886f54d23c86, 0x80c295f2b7d56861:0x2d705113fb4c2f76, 0x80c295fdbd474eab:0xb08fadc6671d4301, 0x80c295ef2eabbc3f:0x8ce4d2b4c0d5cb0a","No-contact delivery, Delivery, Takeout",Dining Venue,5600 Vineland Ave,North Hollywood,Los Angeles
2270613,0x80d954a81f658f09:0x64a13568fa59960e,Pinzimini,"Pinzimini, 910 Broadway Cir, San Diego, CA 92101",32.7145325,-117.1634757,"Italian restaurant, Bar, Bar & grill, Restaurant",4.1,55,Temporarily closed,"0x80d9535847fbd6fb:0xdbf42331bf6e1e29, 0x80d954a808ef9e07:0x876239e6e8c2e4a6, 0x80d9535634fcbfe9:0xfe68ef4be94ab960, 0x80d954a817981129:0xdf4739a14be69263, 0x80d9535a41d0ede9:0x9c1f64babc8424b4",Delivery,Dining Venue,910 Broadway Cir,San Diego,San Diego
2270641,0x808581a8fa8e10e9:0x9bd7bed383daef55,Pokeworks,"Pokeworks, 50 Fremont St, San Francisco, CA 94105",37.7907539,-122.3972801,Restaurant,4.4,18,Temporarily closed,"0x8085808b05062ee5:0xd579c9717f42c1e, 0x808f7e1c2b76d191:0xb80a5b635e8e8f07, 0x8085809c68ee3a5d:0x3e3a71067504fc63, 0x808f7fcee944378d:0xfe27262f07dd8593","No-contact delivery, Delivery, Takeout",Dining Venue,50 Fremont St,San Francisco,San Francisco
2270916,0x808fcdea8d7f945d:0x3aa2c99550040f08,Back A Yard Catering & Take Out,"Back A Yard Catering & Take Out, 638 N 13th St, San Jose, CA 95112",37.3539192,-121.8865675,"Jamaican restaurant, Caterer",4.6,28,Closed ⋅ Opens 11AM Wed,"0x808e3262f2bdc567:0x689cc47df1843e9a, 0x808fcb5ae15082b9:0x5f50a22f1dbf20d9, 0x808e35b9bb288b11:0x332f16c948247a2e, 0x808fcb8612f687c9:0x58bfdae44e9f3800","Delivery, Takeout, Dine-in",Dining Venue,638 N 13th St,San Jose,Santa Clara
2271657,0x80c2ce2f6c01f08f:0x7a0b0ad25a9b36f9,Entenmann's Bakery,"Entenmann's Bakery, 480 S Vail Ave, Montebello, CA 90640",34.0072519,-118.1212797,Bakery,4.4,17,Closed ⋅ Opens 7AM Wed,"0x80c2ce24bcb0accb:0x8620a214a8455d22, 0x80c2c87026d56faf:0x5ee56a68f6a97a80","In-store shopping, Delivery",Bakery Shop,480 S Vail Ave,Montebello,Los Angeles
2271856,0x80eadbb0ef2983c3:0x74904b705555d349,Tacos Alejandra,"Tacos Alejandra, 101 Main St, Porterville, CA 93257",35.9711012,-119.2941497,Mexican restaurant,4.4,91,Closes soon ⋅ 10PM ⋅ Opens 10:10AM Wed,"0x80eadbbb62e66a23:0x53634d6721b59fe5, 0x80eadbb0e1fb01c3:0x58856d8807d08657, 0x80eadbb1424e666b:0xe3a29f7548e2c154, 0x80eadbb04152c903:0xea65287000140, 0x80eadd09759790e1:0x77fa1bd1cf0572e1","Outdoor seating, Takeout, Delivery",Dining Venue,101 Main St,Porterville,Tulare
2272839,0x80c2973b4ff4dbd7:0xc5255f3564b73cf5,Caviar and Delicatessen Russian-Armenian Deli & Grocery Store,"Caviar and Delicatessen Russian-Armenian Deli & Grocery Store, 12512 W Magnolia Blvd, North Hollywood, CA 91607",34.1647467,-118.4057873,"Grocery store, Armenian restaurant, Deli, Russian grocery store",4.8,28,Closed ⋅ Opens 8:30AM Wed,"0x80c29608df2c3297:0xb5cc8b83ddd5428a, 0x80c2bec5700d89fb:0xf072d4a5779cb64f",In-store shopping,Dining Venue,12512 W Magnolia Blvd,North Hollywood,Los Angeles
2272845,0x80d94c03770b280d:0x8a629d8f907c5ea8,Fruit Palace,"Fruit Palace, 1290 Hollister St, San Diego, CA 92154",32.5731507,-117.0844906,"Mexican restaurant, Fruit and vegetable store, Sandwich shop",4.5,68,Closed ⋅ Opens 9AM Wed,"0x80d94e88fa0e88af:0x70ea0e909cfcf33f, 0x80d94ddd8474e4fb:0x78ad4fa31cd63c6c, 0x80d94dd54cc7a965:0x6644eef53093053f, 0x80d94c1125e21c83:0x6f616fad28b43b52, 0x80d951d1ff5e7341:0x75a5c5e548d71480","Delivery, Takeout",Dining Venue,1290 Hollister St,San Diego,San Diego
2273041,0x80dcdf8314041859:0x5751853a8e3b184b,Vaka Burger,"Vaka Burger, 1705 Flight Way #6, Tustin, CA 92782",33.7051277,-117.8385717,Restaurant,4.3,24,Closed ⋅ Opens 11AM Wed,"0x80dcdc21b601e1fd:0xf49be856ef6e34d, 0x80dcdc0fbf4c600d:0xf61ed4ecce72426a, 0x80dcd92f1d49b223:0x5bfa348633401b43","Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,1705 Flight Way #6,Tustin,Orange
2273988,0x80ec6b5588308fa1:0xda1bbfa1623722ff,La Unica,"La Unica, 2530 S Broadway # G, Santa Maria, CA 93454",34.9141681,-120.4351034,"Mexican restaurant, Restaurant, Taco restaurant",4.2,148,Closes soon ⋅ 9PM ⋅ Opens 8AM Wed,"0x80ec6b7e01d410eb:0x819ed00e84622fa, 0x80ec6b587dcb59db:0xbb6cab9f340f5af7, 0x80ec6c9ff5ee229d:0x9ad5b349ab9dd311, 0x80ec6b7dfe1a2bd9:0xea43ab6689fa3225, 0x80ec6b9b9fe63cf7:0xc7fa070aab53a767","Delivery, Takeout",Dining Venue,2530 S Broadway # G,Santa Maria,Santa Barbara
2273994,0x80ec13971aced2e5:0xce36254cbacbf68d,China One Restaurant,"China One Restaurant, 1140 E Clark Ave STE 170, Santa Maria, CA 93455",34.8642482,-120.4162764,Chinese restaurant,4.0,87,Closes soon ⋅ 9:30PM ⋅ Opens 11AM Wed,"0x80ec6c8275e487e3:0xc0ddff65fc94dfcb, 0x80ec6ca87e51a2af:0xbf7a1d72bdb7b1a1, 0x80ec6b58f49087f3:0x382485846b7b1bde, 0x80ec6b809cca81b7:0x85abee073d391f0e, 0x80ec6b89d415ac1f:0x285b9e32e528ee9d","Delivery, Takeout",Dining Venue,1140 E Clark Ave STE 170,Santa Maria,Santa Barbara
2273998,0x80ec13971c7229e7:0xa98eb2747d3e5b7f,Pizza Hut,"Pizza Hut, 1130 E Clark Ave Suite 130, Santa Maria, CA 93455",34.8637104,-120.4166204,"Pizza delivery, Chicken wings restaurant, Takeout Restaurant, Pizza restaurant",3.2,17,None,"0x80ec6b5870c70c2d:0x6126afd7035b0857, 0x80ec139a2318c3a5:0xaac32f7f31af839e, 0x80ec6ca87fed9e0d:0xf893972cb7d8c689, 0x80ec6b5f7e66f15d:0x6d32e356f36358fb","Curbside pickup, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,1130 E Clark Ave Suite 130,Santa Maria,Santa Barbara
